city,state,zip,phone,intake1,intake2,intake1a,intake2a,facility_name,address,type_of_care,service_setting,facility_type,pharmacotherapies,treatment_approaches,emergency_services,facility_operation,license_certification,payment_funding,payment_assistance,special_programs_groups,assessment_pretreatment,testing,recovery_support,education_counseling,smoking_policy,age_groups_accepted,language_services,vaping_policy,ancillary_services,all_services_list,assertive community treatment,assisted outpatient treatment,case management service,chronic disease,court-ordered outpatient treatment,diet and exercise counseling,education services,family psychoeducation,housing services,illness management,illness management and recovery,integrated primary care services,intensive case management,legal advocacy,mentoring,peer support,psychosocial rehabilitation services,suicide prevention services,supported employment,supported housing,therapeutic foster care,vocational rehabilitation services,cluster_label,tier_name,source_confidence,data_scope
Belleville,NJ,07109,973-844-4357,,,,,Clara Maass Medical Center Behavioral Health,1 Clara Maass Drive,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions",Hospital inpatient / 24-hour hospital inpatient,Separate inpatient psychiatric unit of a general hospital,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Chlorpromazine, Clozapine, Droperidol, Fluphenazine, Haloperidol, Lurasidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Paliperidone, Perphenazine, Prochlorperazine, Quetiapine, Risperidone, Thioridazine, Thiothixene, Trifluoperazine, Ziprasidone","Abnormal involuntary movement scale, Activity therapy, Cognitive behavioral therapy, Dialectical behavior therapy, Electroconvulsive therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy","Crisis intervention team, Psychiatric emergency mobile/off-site services, Psychiatric emergency onsite services, Psychiatric emergency walk-in services",Private non-profit organization,,"Cash or self-payment, Medicaid, Medicare, Other State funds, Private health insurance, State mental health agency funds, State-financed health insurance plan other than Medicaid",,"Clients with co-occurring mental and substance use disorders, Criminal justice / forensic clients, Persons 18 and older with serious mental illness, Persons experiencing first-episode psychosis, Seniors or older adults",Screening for tobacco use,"HIV testing, Laboratory testing, Metabolic syndrome monitoring, STD testing, TB screening",Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Seniors, Young adults","Other languages excluding Spanish, Sign language services for the deaf and hard of hearing, Spanish",Vaping not permitted,"Case management service, Chronic disease / illness management, Diet and exercise counseling, Education services, Family psychoeducation, Suicide prevention services","['case management service', 'chronic disease', 'illness management', 'diet and exercise counseling', 'education services', 'family psychoeducation', 'suicide prevention services', 'mentoring', 'peer support']",0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,Specialized Chronic Care,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Belleville,NJ,07109,973-450-3100,,,,,North West Essex Community Healthcare Network,570 Belleville Avenue,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions","Outpatient, Partial hospitalization / day treatment",Multi-setting mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Clozapine, Fluphenazine, Haloperidol, Nicotine replacement, Olanzapine, Paliperidone, Perphenazine, Quetiapine, Risperidone","Activity therapy, Couples/family therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy","Crisis intervention team, Psychiatric emergency onsite services, Psychiatric emergency walk-in services",Private non-profit organization,,"Cash or self-payment, Community Service Block Grants, County or local government funds, Federal military insurance, Medicaid, Medicare, Other State funds, Private health insurance, State mental health agency funds, State-financed health insurance plan other than Medicaid",,"Active duty military, Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Members of military families, Persons 18 and older with serious mental illness, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans, Young adults",Screening for tobacco use,Laboratory testing,Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Seniors, Young adults","Sign language services for the deaf and hard of hearing, Spanish",Vaping permitted in designated area,"Case management service, Diet and exercise counseling, Education services, Family psychoeducation, Integrated primary care services, Legal advocacy, Psychosocial rehabilitation services","['case management service', 'diet and exercise counseling', 'education services', 'family psychoeducation', 'integrated primary care services', 'legal advocacy', 'psychosocial rehabilitation services', 'mentoring', 'peer support']",0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Berlin,NJ,08009,856-322-3000,800-433-7365,,,,Legacy Treatment Services Berlin Outpatient,100 Townsend Road,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Clozapine, Haloperidol, Loxapine, Nicotine replacement, Quetiapine, Risperidone","Abnormal involuntary movement scale, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Medicaid, Medicare, Private health insurance",Sliding fee scale,"Clients with co-occurring mental and substance use disorders, Persons 18 and older with serious mental illness",Screening for tobacco use,,,,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping permitted in designated area,"Family psychoeducation, Illness management and recovery, Suicide prevention services","['family psychoeducation', 'illness management and recovery', 'suicide prevention services']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Bloomfield,NJ,07003,201-265-8200,201-986-5000,,,,Care Plus NJ Inc Mental Health Resource Center,650 Bloomfield Avenue Suite 106,Mental health treatment,Outpatient,Community mental health center,,"Cognitive behavioral therapy, Couples/family therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Community Mental Health Block Grants, Community Service Block Grants, County or local government funds, Medicaid, Other State funds, Private health insurance, State mental health agency funds, State welfare or child and family services funds, State-financed health insurance plan other than Medicaid",,Young adults,Screening for tobacco use,,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults","Sign language services for the deaf and hard of hearing, Spanish",Vaping permitted in designated area,"Case management service, Diet and exercise counseling, Education services, Family psychoeducation, Suicide prevention services","['case management service', 'diet and exercise counseling', 'education services', 'family psychoeducation', 'suicide prevention services']",0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Boonton,NJ,07005,888-626-2111,,973-316-1846,,,Saint Clares Behavioral Health,130 Powerville Road,"Mental health treatment, Substance use treatment","Hospital inpatient / 24-hour hospital inpatient, Outpatient, Partial hospitalization / day treatment",Psychiatric hospital,"Nicotine replacement, Non-nicotine smoking/tobacco cessation","Abnormal involuntary movement scale, Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy","Crisis intervention team, Psychiatric emergency mobile/off-site services",Private for-profit organization,,"Cash or self-payment, County or local government funds, Federal military insurance, Medicaid, Medicare, Other State funds, Private health insurance, State corrections or juvenile justice funds, State mental health agency funds, State-financed health insurance plan other than Medicaid",Payment assistance available,"Children/adolescents with serious emotional disturbance, Clients with co-occurring mental and substance use disorders, Persons 18 and older with serious mental illness, Young adults",Screening for tobacco use,"HIV testing, Laboratory testing, Metabolic syndrome monitoring, TB screening, Testing for Hepatitis B, Testing for Hepatitis C",Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Children / adolescents, Seniors, Young adults","Sign language services for the deaf and hard of hearing, Spanish",Vaping not permitted,"Case management service, Court-ordered outpatient treatment, Diet and exercise counseling, Education services, Family psychoeducation, Suicide prevention services","['case management service', 'court-ordered outpatient treatment', 'diet and exercise counseling', 'education services', 'family psychoeducation', 'suicide prevention services', 'mentoring', 'peer support']",0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Brick,NJ,08723,732-837-0215,,,,,Eleanor Health Brick,,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Asenapine, Brexpiprazole, Cariprazine, Chlorpromazine, Clozapine, Droperidol, Fluphenazine, Haloperidol, Iloperidone, Loxapine, Lurasidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Olanzapine/Fluoxetine combination, Paliperidone, Perphenazine, Pimozide, Prochlorperazine, Quetiapine, Risperidone, Thiothixene, Trifluoperazine, Ziprasidone","Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Federal military insurance, Medicaid, Medicare, Private health insurance, Private or Community foundation, State mental health agency funds, State-financed health insurance plan other than Medicaid",,,Screening for tobacco use,,Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping not permitted,"Case management service, Family psychoeducation","['case management service', 'family psychoeducation', 'mentoring', 'peer support']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Bridgeton,NJ,08302,856-575-4500 x54158,856-575-4111,800-467-7472,,,Inspira Health Network/Bridgeton Behavioral Health Unit,333 Irving Avenue,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions","Hospital inpatient / 24-hour hospital inpatient, Outpatient, Partial hospitalization / day treatment",Separate inpatient psychiatric unit of a general hospital,"Antipsychotics used in treatment of serious mental illness, Nicotine replacement, Non-nicotine smoking/tobacco cessation","Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",Crisis intervention team,Private non-profit organization,,"Cash or self-payment, Federal military insurance, Medicaid, Medicare, Private health insurance, State corrections or juvenile justice funds, State mental health agency funds, State welfare or child and family services funds, State-financed health insurance plan other than Medicaid, U.S. Department of VA funds",,"Active duty military, Children/adolescents with serious emotional disturbance, Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Persons 18 and older with serious mental illness, Persons experiencing first-episode psychosis, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans, Young adults",Screening for tobacco use,,,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Children / adolescents, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping not permitted,"Case management service, Court-ordered outpatient treatment, Diet and exercise counseling, Education services, Integrated primary care services, Suicide prevention services","['case management service', 'court-ordered outpatient treatment', 'diet and exercise counseling', 'education services', 'integrated primary care services', 'suicide prevention services']",0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Bridgeton,NJ,08302,856-575-4196,856-575-4111,,,,Inspira Medical Centers Inc A Step Ahead Program,"333 Irving Avenue CAPC, 1st Floor",Mental health treatment,Partial hospitalization / day treatment,Partial hospitalization / day treatment,Antipsychotics used in treatment of serious mental illness,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Eye Movement Desensitization and Reprocessing therapy, Group therapy, Individual psychotherapy, Telemedicine / telehealth therapy",Crisis intervention team,Private non-profit organization,,"Cash or self-payment, Federal military insurance, Medicaid, Other State funds, Private health insurance, State-financed health insurance plan other than Medicaid",,"Children/adolescents with serious emotional disturbance, Clients with trauma, LGBTQ",Screening for tobacco use,,,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,Children / adolescents,Sign language services for the deaf and hard of hearing,Vaping not permitted,"Case management service, Education services, Family psychoeducation, Integrated primary care services, Suicide prevention services","['case management service', 'education services', 'family psychoeducation', 'integrated primary care services', 'suicide prevention services']",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Bridgewater,NJ,08807,855-818-2029,,,,,Center for Discovery Bridgewater,745 Route 202 Suite 103,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Partial hospitalization / day treatment,,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment",,Private for-profit organization,,"Cash or self-payment, Private health insurance",,"Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Persons with eating disorders, Persons with post-traumatic stress disorder",,Metabolic syndrome monitoring,,,Smoking permitted in designated area,"Adults, Children / adolescents, Young adults",,Vaping permitted in designated area,"Case management service, Diet and exercise counseling, Family psychoeducation","['case management service', 'diet and exercise counseling', 'family psychoeducation']",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Bridgewater,NJ,08807,908-725-2800,908-253-3165,908-253-3119,,,Richard Hall CHWC OPD IOP and Recovery Supports,500 North Bridge Street,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Certified Community Behavioral Health Clinic,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Asenapine, Brexpiprazole, Cariprazine, Chlorpromazine, Clozapine, Fluphenazine, Haloperidol, Iloperidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Olanzapine/Fluoxetine combination, Paliperidone, Perphenazine, Quetiapine, Risperidone, Trifluoperazine, Ziprasidone","Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Eye Movement Desensitization and Reprocessing therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,"Local, county, or community government",,"Cash or self-payment, County or local government funds, Federal military insurance, Medicaid, Medicare, Private health insurance, State mental health agency funds, State welfare or child and family services funds, State-financed health insurance plan other than Medicaid","Payment assistance available, Sliding fee scale","Children/adolescents with serious emotional disturbance, Clients with co-occurring mental and substance use disorders, Clients with trauma, Criminal justice / forensic clients, LGBTQ, Persons 18 and older with serious mental illness, Persons with post-traumatic stress disorder, Seniors or older adults, Young adults",Screening for tobacco use,Metabolic syndrome monitoring,Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults","Other languages excluding Spanish, Sign language services for the deaf and hard of hearing, Spanish",Vaping permitted in designated area,"Case management service, Chronic disease / illness management, Court-ordered outpatient treatment, Diet and exercise counseling, Family psychoeducation, Illness management and recovery, Integrated primary care services, Intensive case management, Psychosocial rehabilitation services, Suicide prevention services, Supported employment","['case management service', 'chronic disease', 'illness management', 'court-ordered outpatient treatment', 'diet and exercise counseling', 'family psychoeducation', 'illness management and recovery', 'integrated primary care services', 'intensive case management', 'psychosocial rehabilitation services', 'suicide prevention services', 'supported employment', 'mentoring', 'peer support']",0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,Comprehensive Support Hub,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Burlington,NJ,08016,609-386-4737 x4110,609-386-4737 x4126,,,,Catholic Charities/Dioces of Trenton Burlington PACT,5 Terri Lane Suite 5,,,,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Asenapine, Brexpiprazole, Cariprazine, Clozapine, Haloperidol, Iloperidone, Loxapine, Lurasidone, Olanzapine, Olanzapine/Fluoxetine combination, Paliperidone, Quetiapine, Risperidone, Ziprasidone","Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment","Crisis intervention team, Psychiatric emergency mobile/off-site services, Psychiatric emergency onsite services",Private for-profit organization,Federally Qualified Health Center,"Medicaid, Medicare","Payment assistance available, Sliding fee scale",Seniors or older adults,,,,,Smoking not permitted,"Adults, Seniors, Young adults",Spanish,,Assertive community treatment,['assertive community treatment'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Caldwell,NJ,07006,973-228-3000,973-228-3000 x315,,,,Bridge Inc,860 Bloomfield Avenue,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",Crisis intervention team,Private non-profit organization,,"Cash or self-payment, Community Mental Health Block Grants, Community Service Block Grants, County or local government funds, Medicaid, Other State funds, Private health insurance, State corrections or juvenile justice funds, State education agency funds, State mental health agency funds, State welfare or child and family services funds",,"Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Persons with post-traumatic stress disorder",,,,,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",Spanish,Vaping permitted in designated area,"Court-ordered outpatient treatment, Family psychoeducation, Suicide prevention services","['court-ordered outpatient treatment', 'family psychoeducation', 'suicide prevention services']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Caldwell,NJ,07006,973-852-8430,855-788-8247,,,,Counseling Center at West Caldwell,1120 Bloomfield Avenue Suite 200,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,Antipsychotics used in treatment of serious mental illness,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Private health insurance",,"Active duty military, Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, Clients with trauma, Criminal justice / forensic clients, LGBTQ, Members of military families, Persons 18 and older with serious mental illness, Persons with eating disorders, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans, Young adults",Screening for tobacco use,,Mentoring / peer support,,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",,Vaping permitted without restriction,"Assertive community treatment, Case management service, Court-ordered outpatient treatment, Family psychoeducation, Integrated primary care services, Psychosocial rehabilitation services, Suicide prevention services","['assertive community treatment', 'case management service', 'court-ordered outpatient treatment', 'family psychoeducation', 'integrated primary care services', 'psychosocial rehabilitation services', 'suicide prevention services', 'mentoring', 'peer support']",1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Camden,NJ,08103,877-922-2377,,,,,Center for Family Services Family First Program,594 Benson Street,"Mental health treatment, Substance use treatment",Outpatient,Outpatient mental health facility,,"Couples/family therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Medicaid",Payment assistance available,Clients with co-occurring mental and substance use disorders,Screening for tobacco use,"Laboratory testing, TB screening",Mentoring / peer support,,Smoking permitted in designated area,"Adults, Seniors, Young adults",,Vaping permitted in designated area,"Case management service, Court-ordered outpatient treatment","['case management service', 'court-ordered outpatient treatment', 'mentoring', 'peer support']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Camden,NJ,08105,856-365-7393 x218,,,,,Hispanic Family Center Family Counseling Clinic,2700 Westfield Avenue,"Mental health treatment, Substance use treatment",Outpatient,Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Haloperidol, Loxapine, Olanzapine, Olanzapine/Fluoxetine combination, Quetiapine, Risperidone, Thioridazine","Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,Mental health clinic or mental health center,"Community Mental Health Block Grants, Medicaid, State mental health agency funds, State welfare or child and family services funds",Payment assistance available,"Clients with co-occurring mental and substance use disorders, Clients with intimate partner violence or domestic violence experience, Clients with trauma, LGBTQ, Persons 18 and older with serious mental illness, Persons experiencing first-episode psychosis, Persons with post-traumatic stress disorder, Seniors or older adults, Young adults",,,,,Smoking permitted without restriction,"Adults, Seniors, Young adults",Spanish,Vaping permitted without restriction,"Court-ordered outpatient treatment, Family psychoeducation, Illness management and recovery, Integrated primary care services, Psychosocial rehabilitation services, Suicide prevention services","['court-ordered outpatient treatment', 'family psychoeducation', 'illness management and recovery', 'integrated primary care services', 'psychosocial rehabilitation services', 'suicide prevention services']",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Camden,NJ,08102,856-602-4641,856-361-2700,856-361-2710,,,South Jersey BH Resources Inc Outpatient,400 Market Street,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Cariprazine, Clozapine, Haloperidol, Loxapine, Lurasidone, Olanzapine, Quetiapine, Risperidone","Abnormal involuntary movement scale, Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Group therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Medicaid, State mental health agency funds, State-financed health insurance plan other than Medicaid",Sliding fee scale,"Clients with co-occurring mental and substance use disorders, Clients with trauma, Criminal justice / forensic clients, Persons 18 and older with serious mental illness, Persons with post-traumatic stress disorder, Seniors or older adults, Young adults",Screening for tobacco use,,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults","Sign language services for the deaf and hard of hearing, Spanish",Vaping permitted in designated area,"Case management service, Diet and exercise counseling, Education services, Illness management and recovery, Integrated primary care services, Intensive case management, Psychosocial rehabilitation services, Suicide prevention services, Vocational rehabilitation services","['case management service', 'diet and exercise counseling', 'education services', 'illness management and recovery', 'integrated primary care services', 'intensive case management', 'psychosocial rehabilitation services', 'suicide prevention services', 'vocational rehabilitation services']",0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
